Detachment_ID,Army_Name,Detachment_Name,Item_Type,Item_ID,Item_Name,Points,CP_Cost,DP_Cost,Detachment_Disposition,Short_Description,Long_Description
dark_angels_wrath_of_the_rock,,Wrath of the Rock,STRATAGEM,dark_angels_wrath_of_the_rock_stratagem_leonine_aggression_1cp,LEONINE AGGRESSION,,1,,,"REACTIVE CHARGE within 3""
DEATHWING within 6""","WHEN: End of your opponent’s Charge phase.

TARGET: One Adeptus Astartes unit from your army within 3"" of one or more enemy units, or one Deathwing unit from your army within 6"" of one or more enemy units.

EFFECT: Your unit now declares a charge that only targets one or more of those enemy units, and you resolve that charge.

RESTRICTIONS: Note that even if this charge is successful, your unit does not receive any Charge bonus this turn."
dark_angels_wrath_of_the_rock,,Wrath of the Rock,STRATAGEM,dark_angels_wrath_of_the_rock_stratagem_lions_will_1cp,LION’S WILL,,1,,,"In ENGAGEMENT = +1 OC
Also if you are NOT Deathwing, Ravenwing or Vehicle,  +1 To Hit .","WHEN: Command phase.

TARGET: One Adeptus Astartes unit from your army that is within Engagement Range of one or more enemy units.

EFFECT: Until the start of your next Command phase, add 1 to the Objective Control characteristic of models in your unit. 

In addition, until the end of the turn, if your unit does not have the DEATHWING, RAVENWING or VEHICLE keyword, each time a model in your unit makes an attack, add 1 to the Hit roll."
dark_angels_inner_circle_task_force,,Inner Circle Task Force,STRATAGEM,dark_angels_inner_circle_task_force_stratagem_martial_mastery_1cp,MARTIAL MASTERY,,1,,,Deathwing INFANTRY (Melee):  Re-roll 1s To Wound  VOWED OBJ = ALL To Wound,"WHEN: Fight phase.

TARGET: One DEATHWING INFANTRY unit from your army that has not been selected to fight this phase.

EFFECT: Until the end of the phase, each time a model in your unit makes an attack, re-roll a Wound roll of 1. If your unit is within range of your Vowed objective marker, you can re-roll the Wound roll instead."
space_marines_spearpoint_task_force,,Spearpoint Task Force,STRATAGEM,space_marines_spearpoint_task_force_stratagem_mobile_lethality_1cp,Mobile Lethality,,1,,,Movement. Unit can shoot after Advancing or Falling Back.,"WHEN: Your Movement phase.

TARGET: One ADEPTUS ASTARTES unit from your army.

EFFECT: Until the end of the turn, your unit is eligible to shoot in a turn in which it Advanced or Fell Back."
DARK_AGE_ARSENAL,,Dark Age Arsenal,STRATAGEM,DARK_AGE_ARSENAL_STRATAGEM_NO_SACRIFICE_TOO_GREAT,NO SACRIFICE TOO GREAT,,1,,,HAZARDOUS plasma attacks have +1 S.,"WHEN: Your Shooting phase, when a friendly ADEPTUS ASTARTES unit is selected to shoot.

TARGET: That ADEPTUS ASTARTES unit.

EFFECT: Your unit's [HAZARDOUS] plasma ranged attacks have +1 S."
space_marines_emperors_shield,,Emperor's Shield,STRATAGEM,space_marines_emperors_shield_stratagem_obdurate_vengeance_1cp,OBDURATE VENGEANCE,,1,,,"MELEE
TERMINATORS & VETS
 +3 Fight on Death","WHEN: Fight phase, just after an enemy unit has selected its targets.

TARGET: One ADEPTUS ASTARTES TERMINATOR, BLADEGUARD VETERAN SQUAD, STERNGUARD VETERAN SQUAD or VANGUARD VETERAN SQUAD unit from your army that was selected as the target of one or more of the attacking unit’s attacks.

EFFECT: Until the end of the phase, each time a model in your unit is destroyed, if that model has not fought this phase, roll one D6: on a 3+, do not remove it from play. The destroyed model can fight after the attacking unit has finished making its attacks, and is then removed from play."
space_marines_gladius_task_force,,Gladius Task Force,STRATAGEM,space_marines_gladius_task_force_stratagem_only_in_death_does_duty_end_2cp,Only in Death Does Duty End,,2,,,Fight on Death,"WHEN: Fight phase, just after an enemy unit has selected its targets.

TARGET: One Adeptus Astartes unit from your army that was selected as the target of one or more of the attacking unit’s attacks.

EFFECT: Until the end of the phase, each time a model in your unit is destroyed, if that model has not fought this phase, do not remove it from play. The destroyed model can fight after the attacking model’s unit has finished making its attacks, and is then removed from play."
space_marines_firestorm_assault_force,,Firestorm Assault Force,STRATAGEM,space_marines_firestorm_assault_force_stratagem_onslaught_of_fire_1cp,Onslaught Of Fire,,1,,,"Disembark, +1 To Hit","WHEN: Your Shooting phase.

TARGET: One ADEPTUS ASTARTES unit from your army that disembarked from a TRANSPORT this turn and has not been selected to shoot this phase.

EFFECT: Until the end of the phase, each time a model in your unit makes a ranged attack that targets the closest eligible target within 12"", add 1 to the Hit roll. If one or more enemy models are destroyed as the result of any of those attacks, select one of those destroyed models; that destroyed model’s unit must take a Battle-shock test."
dark_angels_lions_blade_task_force,,Lions Blade Task Force,STRATAGEM,dark_angels_lions_blade_task_force_stratagem_overpowering_exaction_1cp,OVERPOWERING EXACTION,,1,,,Engagement. Take Battleshock. -1 if Ravenwing or Deathwing.,"WHEN: Command phase or the start of the Fight phase.

TARGET: One ADEPTUS ASTARTES unit from your army.

EFFECT: Select one enemy unit within Engagement Range of your unit. That enemy unit must take a Battle-shock test. When doing so, if your unit has the DEATHWING or RAVENWING keyword, subtract 1 from the result.

RESTRICTIONS: You can only use this Stratagem once per battle round."
space_marines_blade_of_ultramar,,Blade Of Ultramar,STRATAGEM,space_marines_blade_of_ultramar_stratagem_practical_tactics_1cp,Practical Tactics,,1,,,"Move D6"" or 6"" if Tactical doctrine.","WHEN: Your opponent’s Movement phase, just after an enemy unit ends a Normal, Advance or Fall Back move.

TARGET: One Adeptus Astartes INFANTRY or Adeptus Astartes MOUNTED unit from your army that is within 9"" of the enemy unit that just ended that move.

EFFECT: Your unit can make a Normal move of up to D6"", or a Normal move of up to 6"" instead if it is under the effects of the Tactical Doctrine.

RESTRICTIONS: You cannot select a unit that is within Engagement Range of one or more enemy units."
space_marines_firestorm_assault_force,,Firestorm Assault Force,STRATAGEM,space_marines_firestorm_assault_force_stratagem_rapid_embarkation_1cp,Rapid Embarkation,,1,,,Embark Vehicle,"WHEN: End of the Fight phase.

TARGET: One ADEPTUS ASTARTES TRANSPORT unit from your army that has no models embarked within it, and one ADEPTUS ASTARTES INFANTRY unit from your army wholly within 6"" of that TRANSPORT.

EFFECT: Your INFANTRY unit can embark within that TRANSPORT.

RESTRICTIONS: You cannot target an INFANTRY unit that is within Engagement Range of one or more enemy units, that cannot normally embark within that TRANSPORT, or that disembarked from a TRANSPORT this turn."
space_marines_shadowmark_talon,,Shadowmark Talon,STRATAGEM,space_marines_shadowmark_talon_stratagem_raptorial_vigilance_1cp,RAPTORIAL VIGILANCE,,1,,,"React D6"" or PHOBOS & SCOUTS 6""","WHEN: Your opponent’s Movement phase, just after an enemy unit ends a Normal, Advance or Fall Back move.

TARGET: One ADEPTUS ASTARTES INFANTRY or ADEPTUS ASTARTES MOUNTED unit from your army that is within 9"" of the enemy unit that just ended that move. You cannot target a unit that is within Engagement Range of one or more enemy units.

EFFECT: Your unit can make a Normal move of up to D6"", or up to 6"" instead if it is a PHOBOS or SCOUT SQUAD unit."
FULGURIS_TASK_FORCE,,Fulguris Task Force,STRATAGEM,FULGURIS_TASK_FORCE_STRATAGEM_REACTIVE_EVASION,REACTIVE EVASION,,1,,,"SPEEDER reactive moves D3+3"" when enemy moves within 8"".","WHEN: Your opponent's Movement phase, when an enemy unit ends a move within 8"" of a friendly unengaged SPEEDER unit.

TARGET: That SPEEDER unit.

EFFECT: Your unit can make a normal move of up to D3+3""."
dark_angels_inner_circle_task_force,,Inner Circle Task Force,STRATAGEM,dark_angels_inner_circle_task_force_stratagem_relic_teleportarium_1cp,RELIC TELEPORTARIUM,,1,,,"Deathwing with Deepstrike:  6"" Deep Strike","WHEN: Your Movement phase.

TARGET: One DEATHWING unit from your army that is arriving using the Deep Strike ability this phase.

EFFECT: Your unit can be set up anywhere on the battlefield that is more than 6"" horizontally away from all enemy models.

RESTRICTIONS: Until the end of the turn, your unit is not eligible to declare a charge."
dark_angels_wrath_of_the_rock,,Wrath of the Rock,STRATAGEM,dark_angels_wrath_of_the_rock_stratagem_relics_of_the_dark_age_1cp,RELICS OF THE DARK AGE,,1,,,"INFANTRY and MOUNTED
SHOOTING = +2 Strength","WHEN: Your Shooting phase.

TARGET: One Adeptus Astartes Infantry or Adeptus Astartes Mounted unit from your army that has not been selected to shoot this phase.

EFFECT: Until the end of the phase, add 2 to the Strength characteristic of ranged weapons equipped by models in your unit."
DARK_AGE_ARSENAL,,Dark Age Arsenal,STRATAGEM,DARK_AGE_ARSENAL_STRATAGEM_REVELATION_OF_GUILT,REVELATION OF GUILT,,1,,,Unit's plasma attacks +1 To Hit.,"WHEN: Your Shooting phase, when a friendly ADEPTUS ASTARTES unit is selected to shoot.

TARGET: That ADEPTUS ASTARTES unit.

EFFECT: Your unit's plasma ranged attacks have +1 to hit rolls."
space_marines_stormlance_task_force,,Stormlance Task Force,STRATAGEM,space_marines_stormlance_task_force_stratagem_ride_hard_ride_fast_1cp,RIDE HARD - RIDE FAST,,1,,,"RANGE + MOUNTED or FLY 
 -1 To Hit & -1 To Wound.","WHEN: Your opponent’s Shooting phase, just after an enemy unit has selected its targets.

TARGET: One ADEPTUS ASTARTES MOUNTED or ADEPTUS ASTARTES FLY VEHICLE unit from your army that was selected as the target of one or more of the attacking unit’s attacks.

EFFECT: Until the end of the phase, each time an attack targets your unit, subtract 1 from the Hit roll and subtract 1 from the Wound roll."
iron_hands_hammer_of_avernii,,Hammer Of Avernii,STRATAGEM,iron_hands_hammer_of_avernii_stratagem_ruthless_butchery_1cp,RUTHLESS BUTCHERY,,1,,,"MELEE and RANGE
DREADS and VETS
+1 To Hit
IF wounded +1 To Wound","WHEN: Your Shooting phase or the Fight phase.

TARGET: One Adeptus Astartes Dreadnought, Terminator, Bladeguard Veteran Squad, Sternguard Veteran Squad or Vanguard Veteran Squad unit from your army that has not been selected to shoot or fight this phase.

EFFECT: Until the end of the phase, each time a model in your unit makes an attack, add 1 to the Hit roll. If your unit is below Starting Strength, add 1 to the Wound roll as well."
DARK_AGE_ARSENAL,,Dark Age Arsenal,STRATAGEM,DARK_AGE_ARSENAL_STRATAGEM_SEARING_BURSTS,SEARING BURSTS,,1,,,"HELLBLASTER shot, enemy hit by plasma is seared and has -2"" M until next turn.","WHEN: Your Shooting phase, when a friendly HELLBLASTER SQUAD unit has shot.

TARGET: That HELLBLASTER SQUAD unit.

EFFECT: Select one enemy unit hit by your unit's plasma ranged attacks. That enemy unit is seared until the start of your next turn. While a unit is seared, that unit has -2"" M."
space_marines_stormlance_task_force,,Stormlance Task Force,STRATAGEM,space_marines_stormlance_task_force_stratagem_shock_assault_1cp,SHOCK ASSAULT,,1,,,"CHARGE + MOUNTED
Gets Lance = +1 To Wound","WHEN: Your Charge phase.

TARGET: One ADEPTUS ASTARTES MOUNTED unit from your army that has not declared a charge this phase.

EFFECT: Until the end of the turn, you can re-roll Charge rolls made for your unit and melee weapons equipped by models in that unit have the [LANCE] ability.

LANCE: Charge = +1 To Wound."
DARKFLIGHT_PURSUIT,,Darkflight Pursuit,STRATAGEM,DARKFLIGHT_PURSUIT_STRATAGEM_SKYBORNE_SURVEILLANCE,SKYBORNE SURVEILLANCE,,1,,,"SHOOTING: After a RAVENWING FLY unit has shot, visible enemy units within 6"" have +3"" detection range.","WHEN: Your Shooting phase, when a friendly RAVENWING FLY unit has shot.

TARGET: That RAVENWING FLY unit.

EFFECT: Visible enemy units within 6"" of your unit have +3"" detection range."
space_marines_spearpoint_task_force,,Spearpoint Task Force,STRATAGEM,space_marines_spearpoint_task_force_stratagem_spear_thrust_and_sabre_swing_1cp,Spear Thrust And Sabre Swing,,1,,,Fight. Unit gains LANCE or LETHAL HITS. MOUNTED gets both.,"WHEN: Fight phase.

TARGET: One ADEPTUS ASTARTES unit from your army that has not been selected to fight this phase.

EFFECT: Select either the [LANCE] or [LETHAL HITS] ability. Until the end of the phase, melee weapons equipped by models in your unit have the selected ability. If it is a MOUNTED unit, until the end of the phase, melee weapons equipped by models in your unit have the [LANCE] and [LETHAL HITS] abilities instead."
space_marines_gladius_task_force,,Gladius Task Force,STRATAGEM,space_marines_gladius_task_force_stratagem_squad_tactics_1cp,Squad Tactics,,1,,,"Move D6"" or 6"" if Tactical doctrine.","WHEN: Your opponent’s Movement phase, just after an enemy unit ends a Normal, Advance or Fall Back move.

TARGET: One Adeptus Astartes INFANTRY or Adeptus Astartes MOUNTED unit from your army that is within 9"" of the enemy unit that just ended that move.

EFFECT: Your unit can make a Normal move of up to D6"", or a Normal move of up to 6"" instead if it is under the effects of the Tactical Doctrine.

RESTRICTIONS: You cannot select a unit that is within Engagement Range of one or more enemy units."
space_marines_gladius_task_force,,Gladius Task Force,STRATAGEM,space_marines_gladius_task_force_stratagem_storm_of_fire_1cp,Storm Of Fire,,1,,,No Cover and -1 AP in Dev doctrine.,"WHEN: Your Shooting phase.

TARGET: One Adeptus Astartes unit from your army.

EFFECT: Until the end of the phase, ranged weapons equipped by models in your unit have the [IGNORES COVER] ability. If your unit is under the effects of the Devastator Doctrine, until the end of the phase, improve the Armour Penetration characteristic of such weapons by 1 as well."
dark_angels_lions_blade_task_force,,Lions Blade Task Force,STRATAGEM,dark_angels_lions_blade_task_force_stratagem_strength_in_unity_1cp,STRENGTH IN UNITY,,1,,,Figth. -1 To Hit if Ravenwing involved. -1 To Wound if Deathwing.,"WHEN: Fight phase, just after an enemy unit has selected its targets.

TARGET: One ADEPTUS ASTARTES unit from your army that was selected as the target of one or more of the attacking unit’s attacks.

EFFECT: If that enemy unit is within Engagement Range of one or more RAVENWING units from your army, until the end of the phase, each time a model in that enemy unit makes an attack, subtract 1 from the Hit roll. If that enemy unit is within Engagement Range of one or more DEATHWING units from your army, until the end of the phase, each time a model in that enemy unit makes an attack, if the Strength characteristic of that attack is greater than the Toughness characteristic of the target, subtract 1 from the Wound roll.

RESTRICTIONS: A unit cannot be targeted by this and the Armour of Contempt Stratagem in the same phase."
SUBVERSION_ASSETS,,Subversion Assets,STRATAGEM,SUBVERSION_ASSETS_STRATAGEM_STRIKE_FROM_THE_SHADOWS,STRIKE FROM THE SHADOWS,,1,,,"SHOOTING: After a PHOBOS or SCOUT SQUAD unit has shot, its ranged attacks do not prevent the unit from remaining hidden.","WHEN: Your Shooting phase, when a friendly PHOBOS/SCOUT SQUAD unit has shot.

TARGET: That PHOBOS/SCOUT SQUAD unit.

EFFECT: Those ranged attacks do not prevent your unit from being hidden."
space_marines_vanguard_spearhead,,Vanguard Spearhead,STRATAGEM,space_marines_vanguard_spearhead_stratagem_strike_from_the_shadows_1cp,Strike From The Shadows,,1,,,"Shoot 12"" away = +1 BS and -1 AP
Also, Battle Shock.","WHEN: Your Shooting phase.

TARGET: One ADEPTUS ASTARTES INFANTRY unit from your army that has not been selected to shoot this phase.

EFFECT: Until the end of the phase, each time a model in your unit makes a ranged attack that targets an enemy unit that is more than 12"" away, improve the Ballistic Skill and Armour Penetration characteristics of that attack by 1. If one or more enemy models are destroyed as a result of those attacks, select one of those destroyed models; that destroyed model’s unit must take a Battle-shock test."
space_marines_shadowmark_talon,,Shadowmark Talon,STRATAGEM,space_marines_shadowmark_talon_stratagem_stunning_fusillade_1cp,STUNNING FUSILLADE,,1,,,"Enemy 12"" away +1 BS and AP.
If destroyed model, Battle Shock","WHEN: Your Shooting phase.

TARGET: One ADEPTUS ASTARTES INFANTRY unit from your army that has not been selected to shoot this phase.

EFFECT: Until the end of the phase, each time a model in your unit makes a ranged attack that targets an enemy unit that is more than 12"" away, improve the Ballistic Skill and Armour Penetration characteristics of that attack by 1. 

If one or more enemy models are destroyed as a result of those attacks, select one of those destroyed models; that destroyed model’s unit must take a Battle-shock test."
space_marines_vanguard_spearhead,,Vanguard Spearhead,STRATAGEM,space_marines_vanguard_spearhead_stratagem_surgical_strikes_2cp,Surgical Strikes,,2,,,Unit gets PRECISION,"WHEN: Fight phase.

TARGET: One ADEPTUS ASTARTES INFANTRY unit from your army that has not been selected to fight this phase.

EFFECT: Until the end of the phase, melee weapons equipped by models in your unit have the [PRECISION] ability."
space_marines_blade_of_ultramar,,Blade Of Ultramar,STRATAGEM,space_marines_blade_of_ultramar_stratagem_tactical_foresight_1cp,Tactical Foresight,,1,,,"If Strengths is higher or equal
-1 To Wound.","WHEN: Your opponent’s Shooting phase or the Fight phase, just after an enemy unit has selected its targets.

TARGET: One Adeptus Astartes unit from your army that was selected as the target of one or more of the attacking unit’s attacks.

EFFECT: Until the end of the phase, each time an attack targets your unit, if the Strength characteristic of that attack is greater than or equal to the Toughness characteristic of that unit, subtract 1 from the Wound roll."
dark_angels_wrath_of_the_rock,,Wrath of the Rock,STRATAGEM,dark_angels_wrath_of_the_rock_stratagem_tactical_mastery_1cp,TACTICAL MASTERY,,1,,,"ADVANCE + SHOOT + CHARGE
If RAVENWING, also if Fell Back","WHEN: Your Movement phase.

TARGET: One Adeptus Astartes unit from your army.

EFFECT: Your unit is eligible to shoot and declare a charge in a turn in which it Advanced. 

If your unit has the RAVENWING keyword, it is also eligible to shoot and declare a charge in a turn in which it Fell Back."
INTERROGATION_CONCLAVE,,Interrogation Conclave,STRATAGEM,INTERROGATION_CONCLAVE_STRATAGEM_TERRIFYING_ZEAL,TERRIFYING ZEAL,,1,,,"CHAPLAIN: Charge non-MONSTER and non-VEHICLE. Take LD test.  On a failure, -1 To Hit until the end of the turn.","WHEN: Your Charge phase, when a friendly CHAPLAIN unit ends a charge move.

TARGET: That CHAPLAIN unit.

EFFECT: Select one enemy unit, excluding MONSTER and VEHICLE units, engaged with your unit. That enemy unit makes a leadership roll. If that leadership roll fails, that enemy unit's attacks have -1 to hit rolls until the end of the turn."
space_marines_blade_of_ultramar,,Blade Of Ultramar,STRATAGEM,space_marines_blade_of_ultramar_stratagem_ultramarian_adaptivity_1cp,Ultramarian Adaptivity,,1,,,Pick a different doctrine for the unit.,"WHEN: Your Command phase.

TARGET: One Adeptus Astartes unit from your army.

EFFECT: Select the Devastator Doctrine, Tactical Doctrine or Assault Doctrine. Until the start of your next Command phase, that Combat Doctrine is active for that unit instead of any other Combat Doctrine that is active for your army, even if you have already selected that doctrine this battle."
dark_angels_inner_circle_task_force,,Inner Circle Task Force,STRATAGEM,dark_angels_inner_circle_task_force_stratagem_unmatched_fortitude_1cp,UNMATCHED FORTITUDE,,1,,,Deathwing INFANTRY (Ranged):  -1 To be wounded if Higher Strength,"WHEN: Your opponent’s Shooting phase, just after an enemy unit has selected its targets.

TARGET: One DEATHWING INFANTRY unit from your army that was selected as the target of one or more of the attacking unit’s attacks.

EFFECT: Until the end of the phase, each time an attack targets your unit, if the Strength characteristic of that attack is greater than your unit’s Toughness characteristic, subtract 1 from the Wound roll."
INTERROGATION_CONCLAVE,,Interrogation Conclave,STRATAGEM,INTERROGATION_CONCLAVE_STRATAGEM_WAGES_OF_COWARDICE,WAGES OF COWARDICE,,1,,,"CHAPLAIN in enemy Move: After enemy falls back, Chaplain unit makes a normal move of up to D3+3"".","WHEN: Your opponent's Movement phase, when an enemy unit that was engaged with a friendly CHAPLAIN unit ends a fall-back move, if that CHAPLAIN unit is unengaged.

TARGET: That CHAPLAIN unit.

EFFECT: Your unit can make a normal move of up to D3+3""."
DARKFLIGHT_PURSUIT,,Darkflight Pursuit,STRATAGEM,DARKFLIGHT_PURSUIT_STRATAGEM_WE_ARE_VENGEANCE,WE ARE VENGEANCE,,1,,,"ENEMY SHOOTING: After an enemy has shot, one targeted unengaged RAVENWING FLY unit can make a normal move of up to D3+3"".","WHEN: Your opponent's Shooting phase, when an enemy unit that targeted a friendly unengaged RAVENWING FLY unit has shot.

TARGET: That RAVENWING FLY unit.

EFFECT: Your unit can make a normal move of up to D3+3""."
space_marines_stormlance_task_force,,Stormlance Task Force,STRATAGEM,space_marines_stormlance_task_force_stratagem_wind_swift_evasion_1cp,WIND-SWIFT EVASION,,1,,,"INFANTRY or MOUNTED
Reactive move up to 6"".","WHEN: Your opponent’s Movement phase, just after an enemy unit ends a Normal, Advance or Fall Back move.

TARGET: One ADEPTUS ASTARTES INFANTRY or ADEPTUS ASTARTES MOUNTED unit from your army that is within 9"" of that enemy unit.

EFFECT: Your unit can make a Normal move of up to 6"".

RESTRICTIONS: You cannot select a unit that is within Engagement Range of one or more enemy units."
DARKFLIGHT_PURSUIT,,Darkflight Pursuit,STRATAGEM,DARKFLIGHT_PURSUIT_STRATAGEM_WINGS_OF_SHADOW,WINGS OF SHADOW,,1,,,"ENEMY SHOOTING: When targeted, one RAVENWING FLY unit has Stealth.","WHEN: Your opponent's Shooting phase, when an enemy unit targets a friendly RAVENWING FLY unit.

TARGET: That RAVENWING FLY unit.

EFFECT: Your unit has Stealth."
space_marines_spearpoint_task_force,,Spearpoint Task Force,STRATAGEM,space_marines_spearpoint_task_force_stratagem_withdraw_and_regroup_1cp,Withdraw And Regroup,,1,,,End of enemy Fight. MOUNTED or FLY VEHICLE not in Engagement goes into Strategic Reserves.,"WHEN: End of your opponent’s Fight phase.

TARGET: One ADEPTUS ASTARTES MOUNTED or ADEPTUS ASTARTES FLY VEHICLE unit from your army that is not within Engagement Range of one or more enemy units.

EFFECT: Remove your unit from the battlefield and place it into Strategic Reserves."
dark_angels_inner_circle_task_force,,Inner Circle Task Force,STRATAGEM,dark_angels_inner_circle_task_force_stratagem_wrath_of_the_lion_1cp,WRATH OF THE LION,,1,,,Deathwing INFANTRY (Charges): Mortals per model on a 4+ Max 3 Mortals.   VOWED OBJ = 3+ Max 3 Mortal Wounds,"WHEN: Your Charge phase.

TARGET: One DEATHWING INFANTRY unit from your army that just ended a Charge move.

EFFECT: Select one enemy unit within Engagement Range of your unit and roll one D6 for each model in your unit, adding 1 to the result if that enemy unit is within range of your Vowed objective marker: for each 4+, that enemy unit suffers 1 mortal wound (to a maximum of 3 mortal wounds)."
space_marines_emperors_shield,,Emperor's Shield,STRATAGEM,space_marines_emperors_shield_stratagem_wrathful_conquerors_1cp,WRATHFUL CONQUERORS,,1,,,"TERMINATORS & VETS
Sticky objectives","WHEN: Your Movement phase.

TARGET: One ADEPTUS ASTARTES TERMINATOR, BLADEGUARD VETERAN SQUAD, STERNGUARD VETERAN SQUAD or VANGUARD VETERAN SQUAD unit from your army within range of an objective marker you control.

EFFECT: That objective marker remains under your control, even if you have no models within range of it, until your opponent controls it at the start or end of any phase."
space_marines_forgefathers_seekers,,Forgefather's Seekers,STRATAGEM,space_marines_forgefathers_seekers_stratagem_wrathful_inferno_1cp,Wrathful Inferno,,1,,,Infantry Shoots after Falls Back.,"WHEN: Your Movement phase, just after an ADEPTUS ASTARTES INFANTRY unit from your army Falls Back.

TARGET: That unit.

EFFECT: Until the end of the turn, your unit is eligible to shoot in a turn in which it Fell Back."
space_marines_forgefathers_seekers,,Forgefather's Seekers,STRATAGEM,space_marines_forgefathers_seekers_stratagem_armour_of_contempt_1cp,Armour of Contempt,,1,,,Opponent Shooting/Fight: targeted ADEPTUS ASTARTES unit worsens incoming AP by 1.,"WHEN: Opponent Shooting phase or Fight phase, just after an enemy unit selects its targets.  TARGET: One ADEPTUS ASTARTES unit from your army selected as a target of that enemy unit.  EFFECT: Until that enemy unit finishes its attacks, worsen the Armour Penetration characteristic of attacks that target your unit by 1."
space_marines_forgefathers_seekers,,Forgefather's Seekers,STRATAGEM,space_marines_forgefathers_seekers_stratagem_crucible_of_battle_1cp,Crucible of Battle,,1,,,Shooting/Fight: INFANTRY +1 To Wound closest eligible target within 6 inches.,"WHEN: Your Shooting phase or the Fight phase.  TARGET: One ADEPTUS ASTARTES INFANTRY unit from your army that has not been selected to shoot or fight this phase.  EFFECT: Until the end of the phase, attacks made by models in your unit against the closest eligible target within 6 inches get +1 to the Wound roll."
space_marines_forgefathers_seekers,,Forgefather's Seekers,STRATAGEM,space_marines_forgefathers_seekers_stratagem_immolation_protocols_2cp,Immolation Protocols,,2,,,Shooting: Torrent weapons gain [DEVASTATING WOUNDS].,"WHEN: Your Shooting phase.  TARGET: One ADEPTUS ASTARTES unit from your army that has not been selected to shoot this phase.  EFFECT: Until the end of the phase, Torrent weapons equipped by models in your unit gain [DEVASTATING WOUNDS]."
space_marines_forgefathers_seekers,,Forgefather's Seekers,STRATAGEM,space_marines_forgefathers_seekers_stratagem_burning_vengeance_1cp,Burning Vengeance,,1,,,Enemy Shooting: targeted TRANSPORT lets one embarked unit disembark and shoot only the attacker.,"WHEN: Opponent Shooting phase, just after an enemy unit has shot.  TARGET: One ADEPTUS ASTARTES TRANSPORT unit from your army that was targeted by one or more of those attacks.  EFFECT: One unit embarked within that TRANSPORT can disembark as if it were your Movement phase, then shoot as if it were your Shooting phase. It must target only that enemy unit and can do so only if that enemy unit is an eligible target."
space_marines_ironstorm_spearhead,Marines,Ironstorm Spearhead,DETACHMENT_RULE,space_marines_ironstorm_spearhead_detachment_rule_armoured_wrath,Armoured Wrath,,,2,Take and Hold,"Once per phase per ADEPTUS ASTARTES unit: re-roll one Hit, Wound, or Damage roll.","Once per phase for each ADEPTUS ASTARTES unit in your army, you can re-roll one Hit roll, one Wound roll or one Damage roll made for a model in that unit."
space_marines_ironstorm_spearhead,,Ironstorm Spearhead,ENHANCEMENT,space_marines_ironstorm_spearhead_enhancement_target_augury_web,Target Augury Web,30,,,,"Command: TECHMARINE selects VEHICLE 6"", gain [LETHAL HITS] until next Command.","TECHMARINE model only. In your Command phase, select one ADEPTUS ASTARTES VEHICLE model within 6 inches. Until the start of your next Command phase, weapons equipped by that model have [LETHAL HITS]."
space_marines_ironstorm_spearhead,,Ironstorm Spearhead,ENHANCEMENT,space_marines_ironstorm_spearhead_enhancement_the_flesh_is_weak,The Flesh is Weak,20,,,,ADEPTUS ASTARTES: Feel No Pain 4+.,ADEPTUS ASTARTES model only. The bearer has Feel No Pain 4+.
space_marines_ironstorm_spearhead,,Ironstorm Spearhead,ENHANCEMENT,space_marines_ironstorm_spearhead_enhancement_adept_of_the_omnissiah,Adept of the Omnissiah,35,,,,"Once per battle round: failed save for VEHICLE within 6""; Damage becomes 0.","TECHMARINE model only. Once per battle round, when a saving throw is failed for a friendly ADEPTUS ASTARTES VEHICLE model within 6 inches, change the Damage characteristic of that attack to 0."
space_marines_ironstorm_spearhead,,Ironstorm Spearhead,ENHANCEMENT,space_marines_ironstorm_spearhead_enhancement_master_of_machine_war,Master of Machine War,20,,,,"Command: VEHICLE within 6"" to shoot after Advance or Falling Back until next Command.","ADEPTUS ASTARTES model only. In your Command phase, select one ADEPTUS ASTARTES VEHICLE model within 6 inches. Until the start of your next Command phase, that VEHICLE can shoot even if it Advanced or Fell Back this turn."
space_marines_ironstorm_spearhead,,Ironstorm Spearhead,STRATAGEM,space_marines_ironstorm_spearhead_stratagem_unbowed_conviction_1cp,Unbowed Conviction,,1,,,"Command: below Starting Strength; ignore characteristic, roll, and test modifiers except saving throws until end of turn.","WHEN: Command phase. TARGET: One ADEPTUS ASTARTES unit below Starting Strength. EFFECT: Until end of turn, that unit can ignore modifiers to its characteristics and to rolls or tests made for it, except modifiers to saving throws."
space_marines_ironstorm_spearhead,,Ironstorm Spearhead,STRATAGEM,space_marines_ironstorm_spearhead_stratagem_armour_of_contempt_1cp,Armour of Contempt,,1,,,Opponent Shooting/Fight: targeted ADEPTUS ASTARTES unit worsens incoming AP by 1.,"WHEN: Opponent Shooting phase or Fight phase, after an enemy unit selects targets. TARGET: One ADEPTUS ASTARTES unit selected as a target. EFFECT: Until that attacking unit finishes its attacks, worsen the AP of attacks targeting your unit by 1."
space_marines_ironstorm_spearhead,,Ironstorm Spearhead,STRATAGEM,space_marines_ironstorm_spearhead_stratagem_mercy_is_weakness_2cp,Mercy is Weakness,,2,,,Shooting/Fight: vs below Starting Strength gain [SUSTAINED HITS 1]; VEHICLE Critical Hits on unmodified 5+.,"WHEN: Your Shooting phase or Fight phase. TARGET: One ADEPTUS ASTARTES unit that has not shot or fought this phase. EFFECT: Against targets below Starting Strength, attacks gain [SUSTAINED HITS 1]; VEHICLE attacks also score Critical Hits on successful unmodified Hit rolls of 5+."
